ID,Name in English,Name in French,Name in Spanish,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers,Sources,Latitude,Longitude,Description of the location
1625,Tupari,tuparí,tuparí,Brazil,BRA,tpr,Definitely endangered,,,150,"Moore, 2008.",-12.0876,-62.4792,
2577,Wari,wari,wari,Indonesia,IDN,wbe,Definitely endangered,"Waritai, Weretai",,150,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.2173,138.4497,Irian Jaya
1034,Yavapai,yavapai,yavapái,United States of America,USA,yuf,Severely endangered,,,150,,34.5638,-112.4453,"Yavapai is spoken in four small reservation communities, Prescott, Fort McDowell, Camp Verde, and Clarkdale.  "
544,Mlabri,mlabri,mlabri,"Lao People's Democratic Republic, Thailand","LAO, THA",mra,Definitely endangered,"Mrabri, Phi Tong Luang",,149,,18.4796,101.0961,
490,Negidal,negidal,neguidal,Russian Federation,RUS,neg,Critically endangered,,,147,"В. И. Цинциус: Негидальский язык. — Языки мира: Монгольские языки; Тунгусо-маньчжурские языки; Японский язык; Корейский язык. Москва: Индрик, 1997. | В. Ю. Гусев: Негидальский язык http://lingsib.unesco.ru/ru/languages/negidal.shtml.htm",52.942,139.779,"a number of villages including Tyr, Beloklinka and Kal’ma in Ul’cha County and Vladimirovka in the County of Polina Osipenko in Khabarovsk Region"
2705,Suarmin,suarmin,suarmín,Papua New Guinea,PNG,seo,Definitely endangered,"Duranmin, Akiapmin",,145,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-5.0526,141.9818,"Kenu (Hok) River, close to Irian Jaya border, Telefomin District, Sandaun (West Sepik) Province"
1081,Kickapoo (Mexico),kickapoo (Mexique),quicapú (México),Mexico,MEX,kic,Critically endangered,Kikapoo,,144,"Estimate by Steve Marlett, contributor",28,-101.75,Localities of Ciudad Melchor Múzquiz and El Nacimiento de los Kikapúes in the state of Coahuila
2710,Wab,wab,wab,Papua New Guinea,PNG,wab,Vulnerable,Som,,142,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-5.6296,146.39,"Near Saidor, on the north coast of Huon Peninsula, Madang Province"
1358,Motocintlec,motocintlèque,mochó,Mexico,MEX,mhc,Critically endangered,"Mochó, mocho'",,141,"Census 2000, information provided by INALI
Complementary information provided by collaborator H. Antonio García Zúñiga",15.3709,-92.2484,"Municipality of Motozintla, state of Chiapas"
2667,Dengalu,dengalu,dengalu,Papua New Guinea,PNG,ptp,Definitely endangered,,,140,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-7.0572,146.3598,"Inland to the southwest of the western extremity of the Huon Gulf, Morobe Province"
1413,Dimbong,dimbong,dimbongo,Cameroon,CMR,dii,Critically endangered,,,140,,4.7078,10.6567,
197,Kunbarlang,kunbarlang,kumbarlán,Australia,AUS,wlg,Severely endangered,"Gunbalang, Walang, Warlang, Gungalang, Gunbarlang.",,140,,-12.0661,134.0661,
1954,Machineri (Bolivia),maxineri (État plurinational de Bolivie),machinere (Bolivia),Bolivia (Plurinational State of),BOL,mpd,Severely endangered,,,140,"Crevels et alii (2000), 'Current Studies on South American Languages'",-11.146,-69.0161,
2571,Taworta,taworta,taworta,Indonesia,IDN,tbp,Vulnerable,,,140,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.2776,138.7902,Irian Jaya
1401,ǂHoa,ǂhoa,|hua-owani,Botswana,BWA,huc,Critically endangered,"ǂHõã, Eastern ǂHõã",,140,Kemmonye Monaka (p.c.),-24.1668,24.4885,Pointer in geographic centre of settlement area.
1555,Handuri,handuri,handuri,India,IND,hii,Critically endangered,Hinduri,,138,,31.0011,77.3107,Himachal Pradesh
1859,Suruahá,suruahá,suruahá,Brazil,BRA,swx,Vulnerable,"Sorowaha, Suruwaha, Zuruahã",,136,"Databank Moore, 2008.",-6.8828,-66.9726,
142,Kutenai,kutenai,kutenái,"Canada, United States of America","CAN, USA",kut,Severely endangered,,,135,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",49.6467,-115.7372,Spread over 4 communities in Canada
2693,Nauna,nauna,nauna,Papua New Guinea,PNG,ncn,Vulnerable,,,130,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.2159,148.1986,"Nauna Island, east of Manus Island, Manus province"
2367,Okanagan,okanagan,okanogán,"Canada, United States of America","CAN, USA",oka,Definitely endangered,,,130,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",50.3059,-119.3228,Spread over 13 communities in Canada
2697,Piu,piu,piu,Papua New Guinea,PNG,pix,Definitely endangered,"Sanbiau, Lanzog, Kuruko",,130,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-6.9591,146.4257,"Spoken in one village (Sipoma?), east of Lae town, southern coast of Huon Peninsula Morobe Province"
2054,Ocaina (Colombia),ocaina (Colombie),ocaina (Colombia),Colombia,COL,oca,Severely endangered,okaina,,126,"Patiño, Carlos. 2000. Lenguas Aborígenes de la Amazonía Meridional de Colombia. En Lenguas Indígenas de Colombia, una visión descriptiva. Instituto Caro y Cuervo.

Ethnologue 1992. Pag. 58.
",-2,-71.5,"Departamento del Amazonas. En el río Ingará-Paraná, y el bajo Putumayo."
666,Yuki,yuki,yuquí,Bolivia (Plurinational State of),BOL,yuq,Severely endangered,Yuqui,,125,"Crevels et alii, 'Current Stidies on South American Languages' (2002)",-16.2463,-65.0061,Province of Chapare (Cochabamba) and Ichilo (Santa Cruz)
1762,Asurini do Xingu,asuriní du Xingu,assuriní do Xingú,Brazil,BRA,asn,Vulnerable,Awaeté,,124,"Databank Moore, 2008.",-3.9095,-52.4707,
1457,Nahukwa,nahukwa,nahukwa,Brazil,BRA,mzo,Definitely endangered,"Nahuqua, Nahukua",,124,"Franchetto, Santos; Mutua Mehinaku;
FUNASA;
www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-12.1043,-53.2944,"The group lives in the indigenous lands Parque Indígena do Xingu, Municipality of Querência, Mato Grosso State - Brazil."
2329,Aputai,aputai,aputai,Indonesia,IDN,apx,Critically endangered,,,120,Grimes 2000,-7.6511,126.4086,Maluku
2664,Budibud,budibud,budibud,Papua New Guinea,PNG,btp,Vulnerable,,,120,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-9.2973,153.6891,"Lachlan Islands, 150km est of Woordlark Island, Milne Bay Province"
746,Capanahua,capanahua,capanahua,Peru,PER,kaq,Severely endangered,,,120,"I. Pozzi-Escot (1998), El Multilingïsmo en el Perú.",-6.5991,-74.2895,"Departamento de  Loreto, provincia de  Requena, distritos de  Alto Tapiche y Emilio San Martín. Cuenca de los ríos Tapiche y Buncuya"
1770,Dâw,dâw,kamá,Brazil,BRA,kwa,Vulnerable,Kamã,,120,"Databank Moore, 2008.",0.2197,-68.7744,
1433,Ili Turk,ili turki,ili turki,China,CHN,ili,Severely endangered,,,120,Zhào Xiāngrú and Reinhard F. Hahn: The Ili Turk people and their language. Central Asiatic Journal 33 (1989): 260–289.,44.0244,81.145,"Ili Valley near Kuldja, Xinjiang; an outlying dialect of Uzbek"
536,Lamu,lamu,lamu,China,CHN,llh,Critically endangered,,,120,Bradley 2007,26.2434,100.8654,
2559,Obokuitai,obokuitai,obokuitái,Indonesia,IDN,afz,Vulnerable,"Obogwitai, Ati, Aliki",,120,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.9046,138.0816,Irian Jaya
2649,Polonomombauk,polonombauk,polonombauk,Vanuatu,VUT,plb,Definitely endangered,,,120,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-15.4907,167.0814,Santo
2228,Samre,samre,samrè,Cambodia,KHM,sxm,Critically endangered,,,120,,12.1166,103.0833,
2654,Tutuba,tutuba,tutuba,Vanuatu,VUT,tmi,Definitely endangered,,,120,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-15.5727,167.275,"Tutuba Island, off southeastern coast of Santo"
2360,Northern Tutchone,tutchone du nord,tutchone septentrional,Canada,CAN,ttm,Definitely endangered,,,115,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",62.8255,-136.5838,Spread over 3 communities in Canada
2529,Dubu,dubu,dubu,Indonesia,IDN,dmu,Vulnerable,,,110,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.5134,140.8612,Irian Jaya
260,Haisla,haisla,haisla,Canada,CAN,has,Critically endangered,,,110,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",53.9745,-128.6443,Spread over 1 communities in Canada
257,Heiltsuk,heiltsuk,heilchuco,Canada,CAN,hei,Critically endangered,,,105,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",52.1591,-128.1546,Spread over 2 communities in Canada
79,Kwegu,kwegu,kwegu,Ethiopia,ETH,xwg,Critically endangered,Koegu,,103,"Census, Gerrit Dimmendaal, Osamu Hieda ",5.4191,36.0791,
164,Adnyamathanha,adnymathanta,adiñamantana,Australia,AUS,adt,Definitely endangered,,,100,,-30.6,138.6035,
2098,Ainbai,ainba,ainbai,Papua New Guinea,PNG,aic,Severely endangered,,,100,Grimes 2000,-3.1,141.2,Sandaun (West Sepik) Province
514,Arem,arem,aremo,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",aem,Severely endangered,Hareme,,100,,18.1771,105.3369,
1766,Banawá Yafi,banawá yafi,banahuá,Brazil,BRA,jaa,Vulnerable,,,100,"Databank Moore, 2008.",-6.6427,-64.5996,
1997,Bara (Colombia),bará (Colombie),bará (Colombia),Colombia,COL,"pok, bao",Critically endangered,"Barasano del norte, Bará-maxsá, Posánga-mira, wáimaja, waimasa",,100,"2005 -  Fabre, Alain. Diccionario etnolingüístico y guía bibliográfica de los pueblos indígenas suramericanos - Familia Tukano
2000 - Gomez-Imbert, Elsa ""Lenguas aborígenes de la Amazonía septentrional de Colombia"" en González & Rodríguez, Lenguas indígenas de Colombia: una visión descriptiva. Instituto Caro y Cuervo. Santafé de Bogotá.",0.05,-70.1733,"Ubicados a lo largo de los caños Yapú, Inambú y Macucú en las cabeceras de Caño Colorado y del río Papurí y en el río Tiquié (Departamento de Vaupés). Población total 500 personas"
2096,Bikaru,bikaru,bikaru,Papua New Guinea,PNG,bic,Severely endangered,,,100,Grimes 2000,-4.8,143,East Sepik Province
1638,Boor,boor,boor,Chad,TCD,bvf,Critically endangered,,,100,Ethnologue,10.2149,17.3721,
2523,Burate,burate,burate,Indonesia,IDN,bti,Severely endangered,,,100,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.7811,135.9915,Irian Jaya
577,Callahuaya,kallawaya,callawalla,Bolivia (Plurinational State of),BOL,caw,Critically endangered,Machaq Juyay,,100,"Documentary movie ""The Linguists"" by Dr. Gregory Anderson.
The number of speakers is an estimate.",-15.1357,-69.1699,"Curva, near Charazani, province of Bautista Saavedra, department of La Paz"
862,Comanche,comanche,comanche,United States of America,USA,com,Severely endangered,,,100,Golla et al. ms.,34.6086,-98.3904,
2526,Dabra,dabra,dabra,Indonesia,IDN,,Vulnerable,"Bok, Turia",,100,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.4092,139.0209,"South side of the lower Idenburg River, near Megambilis, Irian Jaya"
175,Djinang,djinang,djinang,Australia,AUS,dji,Definitely endangered,,,100,,-12.3507,135.1098,
1387,Dulbu,dulbu,dulbu,Nigeria,NGA,dbo,Critically endangered,,,100,Roger Blench,9.985,10.0579,
512,Ghomara,ghomara,ghomara,Morocco,MAR,gho,Critically endangered,"Gomera, Ghmara,",,100,"Peter Behnstedt ""La frontera entre el bereber y el Arabe en el Rif"", Estudios de dialectologia norteafricana y andalusa vol. 6, 2002'
reports that it is not extinct; and that it is spoken in at least the douar of of Amtiqan and its immediate neighbourhood, just west of Oued Ouringa However, it is spoken by only a small minority of the Ghomara; recent and ongoing work has confirmed that Ghomara is still spoken; a more accurate picture of its degree of endangerment may soon emerge.",35.0108,-5.5151,"Located in northern Morocco, between the rivers Oued Laou and Ouringa, north ofChefchaouen and south of Tetouan, just east of the Rif."
476,Itelmen,itelmen,itelmeno,Russian Federation,RUS,itl,Critically endangered,,,100,"А. П. Володин: Ительменский язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 60–71. | В. Ю. Гусев: Ительменский язык http://lingsib.unesco.ru/ru/languages/itelmen.shtml.htm",57.1496,156.9012,"a small pocket on the western coast of central Kamchatka, mainly in the villages of Kovran and Upper Khayryuzovo in the south of Tigil’ County in the southern corner of Koryak Autonomous District"
608,Jebero,jebero,jebero,Peru,PER,jeb,Critically endangered,Shiwilu,,100,"G. Solís (2003), 'Lenguas en la Amazonía peruana'.",-5.3097,-75.9814,"En Loreto, Prov. de Alto Amazonas, distrito de Jeberos. Poblados de Laguna y Santa Cruz."
1385,Jilbe,jilbe,yilbe,Nigeria,NGA,jie,Critically endangered,Zoulbou,,100,"Roger  Blench, H. Tourneaux, Ethnologue",11.749,14.5458,
2109,Kalamo,kalamo,kalamo,Papua New Guinea,PNG,kkc,Severely endangered,Odoodee,,100,Grimes 2000,-6.7,142.5,Western Province
2265,Kanowit,kanowit,kanowit,Malaysia,MYS,kxn,Severely endangered,,,100,Grimes 2000,2.0652,112.1489,"Sarawak, Malaysia"
2539,Karas,karas,karas,Indonesia,IDN,kgv,Severely endangered,,,100,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.4585,132.6599,Irian Jaya
28,Kiong,kiong,kiong,Nigeria,NGA,kkm,Critically endangered,Akayon,,100,"Roger Blench, Ethnologue",5.2906,8.3523,
2543,Kofei,kofei,kifei,Indonesia,IDN,kpi,Severely endangered,,,100,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.3833,136.7907,Irian Jaya
2683,Likum,likum,likum,Papua New Guinea,PNG,lib,Definitely endangered,,,100,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.1651,146.6921,Western part of Manus Island
843,Maricopa,maricopa,maricopa,United States of America,USA,mrc,Severely endangered,,,100,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World's Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",33.3772,-112.1676,"Maricopa (or Pee-Posh) tribe of Arizona, most of whom live at the Maricopa Colony at Laveen, on the Gila River Reservation south of Phoenix, and in the community of Lehi on the Salt River Reservation northeast of Phoenix."
1030,Mohave (Arizona),mohave (Arizona),mohave (Arizona),United States of America,USA,mov,Severely endangered,Mojave,,100,Golla et al. ms.,34.0231,-114.5045,"Fort Mojave Tribe, near Needles, California, and of the Mohave members of the Colorado River Indian Tribes, near Parker, Arizona"
841,Mohave (California),mohave (Californie),mohave (California),United States of America,USA,mov,Severely endangered,Mojave,,100,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World's Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",34.6905,-114.598,"Fort Mojave Tribe, near Needles, California, and of the Mohave members of the Colorado River Indian Tribes, near Parker, Arizona."
